"범죄현황별(1)",범죄현황별(2),2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022,2023,2023,2023
"범죄현황별(1)",범죄현황별(2),원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률
"합계",소계,12265,-449,-3.5,11193,-1072,-8.7,10854,-339,-3.0,9630,-1224,-11.3,7638,-1992,-20.7,8572,934,12.2,8979,407,4.7
"합계",강력범,313,-53,-14.5,359,46,14.7,399,40,11.1,349,-50,-12.5,251,-98,-28.1,272,21,8.4,298,26,9.6
"합계",절도범,3247,-446,-12.1,2930,-317,-9.8,2864,-66,-2.3,2485,-379,-13.2,1670,-815,-32.8,1880,210,12.6,2057,177,9.4
"합계",폭력범,3799,169,4.7,3311,-488,-12.8,3045,-266,-8.0,2133,-912,-30.0,2046,-87,-4.1,2250,204,10.0,2229,-21,-0.9
"합계",지능범,1468,-73,-4.7,1546,78,5.3,1704,158,10.2,1649,-55,-3.2,1145,-504,-30.6,1364,219,19.1,1588,224,16.4
"합계",특별법범,2821,-5,-0.2,2473,-348,-12.3,2333,-140,-5.7,2486,153,6.6,2084,-402,-16.2,2380,296,14.2,2234,-146,-6.1
"합계",기타형법범,617,-41,-6.2,574,-43,-7.0,509,-65,-11.3,528,19,3.7,442,-86,-16.3,426,-16,-3.6,573,147,34.5
