행정구역별(1),범죄별(1),2023,2023,2023
행정구역별(1),범죄별(1),발생건수 (건),검거건수 (건),검거인원 (명)
서울특별시,강력범죄 (살인기수),42,42,46
서울특별시,강력범죄(살인미수 등),108,102,116
서울특별시,강력범죄(강도),129,117,184
서울특별시,강력범죄(강간),1161,1129,1172
서울특별시,강력범죄(유사강간),226,217,224
서울특별시,강력범죄 (강제추행),4357,4027,4103
서울특별시,강력범죄 (기타 강간 등),20,22,33
서울특별시,강력범죄 (방화),221,194,211
서울특별시,절도범죄,37038,21600,20020
서울특별시,폭력범죄,43132,37567,48985
서울특별시,기타범죄,190779,133754,166141
