영등포구,숙박 및 음식점업,594609,521594
영등포구,정보통신업,4311915,3787584
영등포구,금융 및 보험업,15655241,13845161
영등포구,부동산업,2142956,2053735
영등포구,사업서비스업,5615402,5020877
영등포구,공공행정 국방 및 사회보장행정,845196,710868
영등포구,교육서비스업,527926,482498
영등포구,보건업 및 사회복지서비스업,912065,832704
영등포구,문화 및 기타 서비스업,955383,862727
동작구,지역내총생산(시장가격),6712864,6051056
동작구,순생산물세,521852,446482
동작구,총부가가치(기초가격),6191012,5604885
동작구,농·림·어업,189,178
동작구,광업,-,-
동작구,제조업,39010,37496
동작구,전기 가스 증기 및 공기조절 공급업,49674,92957
동작구,건설업,382906,308309
동작구,도매 및 소매업,588808,586248
동작구,운수 및 창고업,66962,62186
동작구,숙박 및 음식점업,209310,181903
동작구,정보통신업,631918,499693
동작구,금융 및 보험업,196962,184908
동작구,부동산업,1231982,1173687
동작구,사업서비스업,725814,630147
동작구,공공행정 국방 및 사회보장행정,319942,270298
동작구,교육서비스업,821656,754604
동작구,보건업 및 사회복지서비스업,723945,662073
동작구,문화 및 기타 서비스업,201935,173880
관악구,지역내총생산(시장가격),6347562,5912079
관악구,순생산물세,454135,389421
관악구,총부가가치(기초가격),5893427,5523140
관악구,농·림·어업,833,799
관악구,광업,14,14
관악구,제조업,125103,119102
관악구,전기 가스 증기 및 공기조절 공급업,65059,121535
관악구,건설업,317111,255888
관악구,도매 및 소매업,502811,499847
관악구,운수 및 창고업,110809,103200
관악구,숙박 및 음식점업,322137,279265
관악구,정보통신업,632959,698799
관악구,금융 및 보험업,145762,140612
관악구,부동산업,958995,916968
관악구,사업서비스업,632891,544535
관악구,공공행정 국방 및 사회보장행정,221685,188093
관악구,교육서비스업,1091054,1004488
관악구,보건업 및 사회복지서비스업,486068,445255
관악구,문화 및 기타 서비스업,280135,242922
서초구,지역내총생산(시장가격),38335706,34665062
서초구,순생산물세,3381162,2892205
서초구,총부가가치(기초가격),34954544,31771147
서초구,농·림·어업,214087,263569
서초구,광업,613,634
서초구,제조업,643944,586801
서초구,전기 가스 증기 및 공기조절 공급업,88080,163086
서초구,건설업,910200,733650
서초구,도매 및 소매업,5478398,5462162
서초구,운수 및 창고업,962260,886353
서초구,숙박 및 음식점업,687017,603788
서초구,정보통신업,4330742,3843358
서초구,금융 및 보험업,2294433,2077928
서초구,부동산업,4739750,4538222
서초구,사업서비스업,8413102,7219801
서초구,공공행정 국방 및 사회보장행정,2131538,1790018
서초구,교육서비스업,1337548,1214548
서초구,보건업 및 사회복지서비스업,1840512,1678972
서초구,문화 및 기타 서비스업,882320,800628
강남구,지역내총생산(시장가격),77924019,70278790
강남구,순생산물세,7470309,6379194
강남구,총부가가치(기초가격),70453710,63901465
강남구,농·림·어업,14982,17486
강남구,광업,530,501
강남구,제조업,2746431,2448062
강남구,전기 가스 증기 및 공기조절 공급업,131667,244205
강남구,건설업,1528597,1237661
강남구,도매 및 소매업,15774804,15751324
강남구,운수 및 창고업,707509,669880
강남구,숙박 및 음식점업,1406216,1237796
강남구,정보통신업,11743676,9424449
강남구,금융 및 보험업,4259159,3954256
강남구,부동산업,9358051,8976860
강남구,사업서비스업,14980780,12894359
강남구,공공행정 국방 및 사회보장행정,328423,277782
강남구,교육서비스업,1991118,1797947
강남구,보건업 및 사회복지서비스업,3809383,3468239
강남구,문화 및 기타 서비스업,1672384,1472421
송파구,지역내총생산(시장가격),31834324,28909815
송파구,순생산물세,2716876,2323187
송파구,총부가가치(기초가격),29117448,26587554
송파구,농·림·어업,35535,43353
송파구,광업,1417,1449
송파구,제조업,939283,854136
