ACPT_YM,PLCST_NM,RPRT_CASCNT_WHOL,RPRT_SEX_MALE,RPRT_SEX_FMLE,RPRT_SEX_UNKWN,RPRT_SEX_ETC,ACPT_EMERG_TYPE_EMERG,ACPT_EMERG_TYPE_IMPRTNC,ACPT_EMERG_TYPE_GNRL,ACPT_EMERG_TYPE_CVAPP,ACPT_EMERG_TYPE_ETC,OCRN_DOTW_SNDD,OCRN_DOTW_MON,OCRN_DOTW_TUE,OCRN_DOTW_WED,OCRN_DOTW_THU,OCRN_DOTW_FRI,OCRN_DOTW_SAT,OCRN_TIZN_00,OCRN_TIZN_01,OCRN_TIZN_02,OCRN_TIZN_03,OCRN_TIZN_04,OCRN_TIZN_05,OCRN_TIZN_06,OCRN_TIZN_07,OCRN_TIZN_08,OCRN_TIZN_09,OCRN_TIZN_10,OCRN_TIZN_11,OCRN_TIZN_12,OCRN_TIZN_13,OCRN_TIZN_14,OCRN_TIZN_15,OCRN_TIZN_16,OCRN_TIZN_17,OCRN_TIZN_18,OCRN_TIZN_19,OCRN_TIZN_20,OCRN_TIZN_21,OCRN_TIZN_22,OCRN_TIZN_23
"202301","서울강동","24","9","10","5","0","0","2","22","0","0","6","4","4","2","4","2","2","1","0","2","1","0","0","0","0","1","0","0","1","0","1","0","0","1","1","2","0","3","4","3","3"
"202301","김해중부","29","14","11","4","0","0","0","27","1","1","4","7","4","4","3","4","3","4","2","1","3","2","0","0","0","0","0","0","0","1","0","0","3","0","3","2","2","2","2","0","2"
"202301","서울송파","45","36","6","3","0","0","5","40","0","0","6","4","10","6","4","4","11","5","4","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","3","4","2","5","4","7","6"
"202301","인천계양","19","9","6","4","0","0","1","18","0","0","5","0","5","2","6","0","1","4","1","2","0","0","1","0","2","0","0","0","0","1","0","0","1","1","1","0","1","1","0","1","2"
"202301","대구강북","23","12","9","2","0","0","2","21","0","0","4","1","5","3","3","3","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","2","3","3","3","3","2"
"202301","천안동남","21","11","6","4","0","0","0","19","2","0","3","4","4","0","1","6","3","1","1","2","1","0","0","0","0","0","0","0","0","1","1","1","2","0","3","2","0","0","2","0","4"
"202301","함양","2","0","2","0","0","0","0","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"202301","대전중부","18","9","5","4","0","0","0","15","3","0","1","6","2","2","1","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","3","2","0","2","2","0","1","1","3"
"202301","대전둔산","19","10","4","5","0","0","0","17","2","0","4","1","4","2","2","3","3","3","1","1","2","0","0","0","0","0","0","1","2","0","0","0","2","1","0","2","0","0","3","0","1"
"202301","진천","6","2","2","2","0","0","0","6","0","0","2","1","1","1","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"202301","인천서부","59","36","12","11","0","0","4","54","1","0","14","14","8","6","5","7","5","3","1","2","2","2","0","0","0","0","0","0","0","1","1","1","2","3","3","4","9","6","6","7","6"
"202301","서울서초","23","12","3","8","0","0","1","22","0","0","3","6","1","4","6","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","4","4","2","5"
"202301","광주서부","40","26","9","5","0","0","3","31","4","2","6","3","1","8","6","9","7","1","3","2","1","3","0","0","0","0","1","1","0","0","3","0","2","0","0","2","1","2","4","9","5"
"202301","서울강북","52","18","18","16","0","0","6","45","1","0","5","5","14","10","5","6","7","0","4","6","3","2","2","5","0","0","0","0","0","2","0","0","3","3","0","2","4","4","3","5","4"
"202301","공주","6","2","2","2","0","0","0","6","0","0","2","0","0","1","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","2","1"
"202301","논산","12","7","3","2","0","0","1","11","0","0","1","2","0","2","0","4","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","3","3","1","0","1"
"202301","거제","39","22","14","3","0","0","0","39","0","0","3","5","6","5","5","6","9","1","3","1","1","0","0","0","1","0","0","1","0","0","1","1","1","3","4","5","0","6","4","5","1"
"202301","목포","18","9","7","2","0","0","0","18","0","0","4","5","1","4","1","2","1","2","2","1","1","0","0","1","0","1","0","0","0","0","0","1","0","1","1","1","2","1","1","1","1"
"202301","서울광진","35","15","9","11","0","0","2","32","1","0","11","6","4","6","4","1","3","4","3","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","3","3","5","2","2","4","4"
"202301","대전동부","20","10","6","4","0","0","3","14","2","1","6","2","1","3","6","2","0","2","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","5","1","2","2","0"
"202301","대전유성","14","10","2","2","0","0","0","12","1","1","4","2","2","1","0","2","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","2","1","3","2","0"
"202301","서울중랑","42","24","12","6","0","0","2","37","2","1","6","8","4","6","6","6","6","1","1","2","3","1","0","0","0","0","0","0","0","0","1","2","1","0","4","4","6","3","7","4","2"
"202301","양산","44","24","14","6","0","0","0","42","2","0","15","7","4","6","1","5","6","1","2","4","2","1","0","0","0","0","0","1","0","0","0","3","2","4","4","2","6","2","5","3","2"
"202301","김해서부","38","13","18","7","0","0","2","33","1","2","9","3","3","1","4","10","8","3","1","2","1","0","2","3","1","0","0","0","0","2","0","1","4","1","1","0","1","3","4","7","1"
"202301","전주덕진","27","14","9","4","0","0","1","24","1","1","4","3","7","5","3","1","4","2","1","0","2","0","0","0","2","0","0","0","0","0","0","1","1","3","0","3","2","0","1","4","5"
"202301","서울종암","27","16","8","3","0","0","2","25","0","0","5","3","6","5","4","1","3","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","4","2","4","7","0"
"202301","수원남부","40","24","10","6","0","0","0","39","1","0","11","6","6","7","4","2","4","3","3","2","2","4","3","0","0","0","0","0","0","0","1","0","0","1","3","1","3","3","4","4","3"
"202301","포항북부","25","15","7","3","0","0","0","21","4","0","4","2","5","3","4","6","1","1","1","1","1","2","2","1","0","0","0","0","0","0","0","0","1","0","0","1","6","3","0","2","3"
"202301","광주북부","32","16","6","10","0","0","1","30","0","1","10","2","3","8","4","2","3","1","1","3","2","0","0","0","0","0","0","0","0","0","1","0","1","1","1","2","5","0","4","2","8"
"202301","청주상당","24","18","5","1","0","0","2","22","0","0","3","4","2","1","5","7","2","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","1","1","3","3","3","4","0","4"
"202301","청주흥덕","44","25","4","15","0","0","1","41","2","0","4","7","7","8","9","6","3","2","2","1","2","1","0","0","0","0","1","0","1","0","1","0","2","2","4","5","4","4","8","1","3"
"202301","대구성서","54","34","11","9","0","0","1","52","1","0","10","10","13","4","8","6","3","4","1","0","0","1","0","1","0","0","0","0","0","1","0","0","2","0","10","6","8","6","3","7","4"
"202301","원주","47","27","11","9","0","0","3","42","2","0","11","9","7","7","7","5","1","2","1","2","1","1","0","0","1","0","0","1","1","1","0","1","2","0","4","4","1","7","5","7","5"
"202301","서울영등포","21","12","3","6","0","0","5","16","0","0","2","3","3","4","4","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","2","3","3","3","3","2","0"
"202301","서산","20","11","5","4","0","0","1","17","2","0","2","5","3","4","4","0","2","1","3","0","1","1","0","1","0","0","0","0","1","0","0","2","3","1","1","0","0","3","1","1","0"
"202301","서울서부","35","15","6","14","0","0","5","29","1","0","7","9","3","3","4","3","6","2","0","0","5","0","0","0","0","1","1","0","1","0","0","3","4","1","1","5","2","4","1","3","1"
"202301","창원중부","17","11","5","1","0","0","1","16","0","0","6","4","2","1","2","1","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","3","1","1","2","1"
"202301","수원중부","22","11","5","6","0","0","2","20","0","0","2","4","5","5","0","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","2","4","0","2","5","4","1"
"202301","수원서부","43","25","8","10","0","0","4","33","5","1","10","1","4","2","5","6","15","0","0","1","1","2","0","1","1","0","0","0","4","0","0","3","3","1","4","2","4","6","5","4","1"
"202301","인천중부","18","9","5","4","0","0","3","15","0","0","3","4","2","3","3","3","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","4","0","1","3","1","1","1","2","2","1"
"202301","부산사상","6","3","3","0","0","0","0","6","0","0","1","3","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1"
"202301","제천","7","3","2","2","0","0","0","7","0","0","1","1","2","1","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","1","0"
"202301","광주광산","61","34","13","14","0","0","3","55","3","0","13","10","8","11","6","8","5","2","3","1","1","2","2","0","0","0","0","1","2","0","1","5","6","5","2","2","5","4","2","8","7"
"202301","부여","2","1","1","0","0","0","0","2","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"202301","안양동안","11","4","1","6","0","0","0","11","0","0","4","0","1","1","3","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","4","1"
"202301","춘천","28","17","6","5","0","0","0","28","0","0","7","2","8","2","3","2","4","1","3","0","0","0","2","0","1","0","0","0","0","0","1","0","3","2","2","1","2","1","2","3","4"
"202301","전주완산","22","13","5","4","0","0","1","20","0","1","5","5","1","2","4","3","2","1","1","1","2","0","0","2","0","1","0","0","0","0","1","1","1","3","0","2","0","1","2","3","0"
"202301","홍성","6","4","2","0","0","0","0","6","0","0","3","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1"
"202301","경주","16","10","3","3","0","0","0","14","2","0","2","3","4","4","0","2","1","1","3","0","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","1","0","0","3","4"
"202301","구미","26","15","4","7","0","0","1","21","4","0","3","6","4","6","4","1","2","1","1","1","0","0","0","0","0","0","0","0","0","4","1","1","1","0","3","1","1","2","3","1","5"
"202301","서울동대문","14","6","4","4","0","0","0","14","0","0","4","1","2","5","0","2","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","3"
"202301","아산","22","15","2","5","0","0","0","21","1","0","4","6","5","3","2","1","1","3","2","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","4","1","1"
"202301","속초","6","2","1","3","0","0","0","6","0","0","2","1","1","1","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"202301","서울금천","13","4","5","4","0","0","3","10","0","0","0","4","2","2","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","4","5","1"
"202301","군포","9","5","2","2","0","0","0","9","0","0","1","1","2","0","2","2","1","2","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","2","0","1"
"202301","부산중부","11","3","4","4","0","0","3","8","0","0","2","4","1","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","2","0","1","0","0","1","0"
"202301","여수","28","17","9","2","0","0","2","26","0","0","2","6","6","3","4","4","3","2","1","1","0","1","0","0","0","0","0","0","0","0","0","2","3","0","0","1","3","5","5","3","1"
"202301","서울중부","7","2","0","5","0","0","0","7","0","0","1","2","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1","0","3","0"
"202301","마산중부","8","4","4","0","0","0","0","6","1","1","0","1","2","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","2","1","0","1","0","1"
"202301","청주청원","19","11","7","1","0","0","0","18","1","0","3","5","2","1","5","3","0","0","1","2","0","0","1","0","0","0","0","0","0","1","0","1","0","2","2","3","2","0","2","2","0"
"202301","경산","22","12","4","6","0","0","0","21","1","0","3","4","1","1","3","4","6","1","1","0","2","0","0","0","0","0","0","0","1","0","0","1","1","3","3","2","1","3","1","1","1"
"202301","서울마포","69","27","21","21","0","0","5","62","2","0","6","8","8","10","12","7","18","0","3","4","4","3","0","0","1","0","0","0","0","0","2","1","2","3","6","6","8","11","8","5","2"
"202301","서울강남","21","13","3","5","0","0","1","18","2","0","4","5","1","2","1","2","6","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","4","0","1","0","2","5","2"
"202301","안양만안","17","7","4","6","0","0","2","15","0","0","3","5","3","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","1","3","2","3","4","0","0"
"202301","서울은평","23","11","6","6","0","0","3","20","0","0","5","7","4","1","1","2","3","3","0","1","1","0","0","0","0","0","0","0","0","0","2","1","0","4","1","0","1","2","3","2","2"
"202301","보령","12","6","2","4","0","0","1","10","1","0","0","3","4","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","1","3","0","0","4"
"202301","천안서북","32","21","5","6","0","0","0","30","1","1","6","7","6","3","1","3","6","3","2","2","2","0","1","0","0","0","0","0","0","0","1","3","2","1","3","0","0","1","5","2","4"
"202301","서울수서","23","6","5","12","0","0","1","22","0","0","2","3","3","6","4","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","4","3","2","4","4"
"202301","서울강서","52","27","13","12","0","0","5","43","4","0","10","8","13","4","4","7","6","3","3","0","2","1","0","0","0","0","1","0","0","0","1","2","2","0","9","2","8","2","7","7","2"
"202301","분당","28","14","4","10","0","0","1","27","0","0","4","1","6","6","4","5","2","1","0","3","1","0","0","1","0","0","0","0","0","0","0","1","1","1","1","1","3","4","3","2","5"
"202301","진해","23","10","5","8","0","0","0","20","2","1","3","4","7","5","1","3","0","1","4","1","0","2","0","0","0","0","0","0","0","0","1","3","2","0","0","0","1","1","4","2","1"
"202301","대구서부","17","12","2","3","0","0","0","17","0","0","2","2","3","1","1","6","2","1","2","0","0","0","0","0","0","0","0","1","0","1","0","0","2","1","0","0","0","1","4","2","2"
"202301","성남중원","21","18","1","2","0","0","2","18","1","0","5","1","3","1","2","4","5","1","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","5","2","0","4"
"202301","칠곡","11","5","6","0","0","0","1","10","0","0","3","1","4","0","2","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","2","2","1","0"
"202301","서울노원","83","41","29","13","0","0","7","74","2","0","9","22","10","12","5","6","19","1","1","2","2","1","0","0","0","0","0","0","0","0","0","2","13","15","5","5","8","4","9","6","9"
"202301","인천남동","45","23","11","11","0","0","1","44","0","0","4","6","12","5","3","2","13","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","3","3","6","4","7","5","7","4","2"
"202301","성남수정","19","9","6","4","0","0","2","17","0","0","3","2","2","1","4","6","1","1","2","0","0","0","0","0","0","0","0","0","0","2","2","0","2","0","0","1","0","0","5","3","1"
"202301","대구달성","14","8","4","2","0","0","0","13","1","0","1","4","2","1","1","2","3","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","2","1","1","1","1","2","0","3","0"
"202301","당진","10","7","0","3","0","0","0","10","0","0","2","0","3","2","0","2","1","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","1","0","1"
"202301","광주남부","31","20","4","7","0","0","0","29","2","0","7","2","5","6","3","1","7","4","3","2","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","4","2","5","4","3"
"202301","인천연수","36","17","14","5","0","0","1","34","1","0","3","5","6","11","5","2","4","1","1","1","1","0","0","0","0","0","0","0","1","0","0","4","4","1","2","1","4","1","5","5","4"
"202301","사천","4","2","2","0","0","0","0","4","0","0","0","0","0","2","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1"
"202301","영주","9","5","4","0","0","0","0","6","2","1","2","2","0","1","0","1","3","3","1","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0"
"202301","문경","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"202301","서울성동","14","7","4","3","0","0","0","14","0","0","3","1","1","4","2","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","3","0","3","0","1","2"
"202301","포항남부","16","9","5","2","0","0","0","16","0","0","2","5","2","1","1","5","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","1","1","0","1","0","4"
"202301","서울도봉","22","10","8","4","0","1","1","19","1","0","2","1","2","9","5","1","2","1","0","1","0","0","1","1","0","0","0","1","0","0","0","1","1","0","1","3","4","2","1","1","3"
"202301","남해","3","2","1","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0"
"202301","서천","2","2","0","0","0","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"202301","서울성북","37","17","19","1","0","0","1","36","0","0","6","4","4","7","4","6","6","3","0","3","0","0","0","0","0","0","0","0","1","0","2","0","3","2","3","2","5","9","1","1","2"
"202301","충주","12","9","0","3","0","0","0","12","0","0","0","2","1","3","2","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","5","2","1","0","0","0"
"202301","서울청","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"202301","인천부평","15","10","4","1","0","0","0","15","0","0","2","1","1","3","1","5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","2","0","3","2","5","0"
"202301","함평","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"202301","안동","12","4","6","2","0","0","0","10","2","0","0","0","3","1","2","0","6","0","0","4","1","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","2","0","1"
"202301","부천소사","7","4","3","0","0","0","0","7","0","0","1","1","1","1","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","1","0","2","0"
"202301","울산동부","21","11","5","5","0","0","0","16","4","1","1","4","6","2","1","6","1","0","0","0","0","0","0","0","0","3","0","1","0","0","0","2","1","1","3","1","0","2","2","5","0"
"202301","군산","19","13","4","2","0","0","0","16","3","0","6","2","4","1","3","2","1","1","1","0","4","1","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","2","1","3","1"
"202301","부산해운대","23","17","5","1","0","0","1","21","1","0","5","6","2","1","4","4","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","1","1","3","2","0","3","5","2","2"
"202301","부산동래","23","13","8","2","0","0","1","22","0","0","5","4","3","2","6","1","2","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","6","4","4"
"202301","부산사하","17","12","3","2","0","0","1","16","0","0","3","0","2","1","9","1","1","1","2","1","0","0","0","0","0","0","0","0","0","0","2","1","1","1","0","1","0","0","1","5","1"
"202301","광주동부","10","4","3","3","0","0","0","8","0","2","4","0","1","2","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","3","2","1","0","1","1"
"202301","대전서부","12","8","3","1","0","0","0","11","1","0","3","0","2","0","2","4","1","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","1","2"
"202301","부산진","48","17","15","16","0","0","2","42","3","1","11","10","8","4","3","7","5","3","2","4","3","0","1","1","0","0","0","0","1","1","0","2","2","6","4","4","4","6","1","3","0"
"202301","대구중부","33","14","3","16","0","0","0","32","1","0","12","4","6","0","6","2","3","0","0","2","2","0","0","0","0","0","0","0","0","1","2","5","0","1","1","3","1","8","7","0","0"
"202301","김천","7","3","1","3","0","0","0","7","0","0","2","1","0","0","3","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0"
"202301","서울혜화","7","3","0","4","0","0","0","5","2","0","0","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2"
"202301","대전청","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202301","서울방배","3","2","0","1","0","0","0","3","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0"
"202301","마산동부","13","10","2","1","0","1","0","10","2","0","1","2","3","0","1","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","1","0","2","3","0","0","0"
"202301","홍천","5","3","2","0","0","0","0","4","1","0","0","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","0","0","0","0"
"202301","부산기장","17","6","8","3","0","0","1","16","0","0","6","1","0","2","3","2","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","4","1","1","1","3","3"
"202301","서울관악","24","13","9","2","0","0","1","23","0","0","6","4","2","5","1","2","4","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","1","2","2","0","2","3","3","2","4"
"202301","철원","2","1","0","1","0","0","0","2","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"202301","영월","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"202301","인천삼산","33","12","9","12","0","0","4","27","2","0","5","11","6","5","3","2","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","1","3","4","1","4","6","6"
"202301","진주","33","23","8","2","0","0","0","32","1","0","8","6","5","2","4","2","6","2","2","0","1","0","1","0","0","0","0","0","0","0","0","1","1","3","1","2","4","9","4","0","2"
"202301","부산서부","5","3","1","1","0","0","0","5","0","0","2","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1"
"202301","순천","21","13","5","3","0","0","0","21","0","0","3","3","0","6","0","1","8","3","1","1","0","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","3","2","2","4"
"202301","대전대덕","13","10","3","0","0","0","1","11","1","0","1","2","4","0","1","3","2","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","2","0","0","3","2"
"202301","서울용산","6","3","1","2","0","0","2","4","0","0","0","4","0","1","1","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"202301","부산강서","6","6","0","0","0","0","0","6","0","0","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","1","2","0"
"202301","강진","2","2","0","0","0","0","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"202301","거창","3","0","3","0","0","0","0","2","1","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"202301","부산연제","12","9","1","2","0","0","1","10","1","0","4","0","2","4","2","0","0","0","1","1","0","2","0","0","0","0","0","0","0","1","0","0","0","3","0","2","2","0","0","0","0"
"202301","대구동부","26","19","2","5","0","0","0","22","3","1","4","2","6","4","3","2","5","0","1","3","0","2","1","0","0","0","0","0","0","1","0","1","1","0","8","2","2","1","1","2","0"
"202301","서울서대문","13","10","0","3","0","0","1","11","1","0","0","2","3","3","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","1","1","4","2"
"202301","서울양천","41","19","10","12","0","0","2","36","3","0","8","5","7","4","3","6","8","4","0","1","2","0","0","0","0","0","0","0","0","2","1","0","3","4","4","1","1","3","6","9","0"
"202301","금산","2","1","0","1","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"202301","울산남부","68","48","11","9","0","2","6","57","2","1","10","13","11","9","12","6","7","4","2","1","2","2","0","0","0","0","0","1","3","0","1","1","1","3","4","5","4","4","9","18","3"
"202301","서귀포","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202301","남원","4","1","3","0","0","0","0","4","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1"
"202301","고창","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202301","나주","8","3","4","1","0","0","0","8","0","0","0","1","0","1","3","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","1","1","1"
"202301","화순","7","3","0","4","0","0","0","7","0","0","1","0","2","1","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","1","0"
"202301","옥천","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202301","창원서부","3","3","0","0","0","0","0","3","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0"
"202301","보성","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"202301","대구남부","11","3","3","5","0","0","0","10","1","0","0","5","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","3","1","2","0","1","0","0"
"202301","서울동작","15","8","2","5","0","0","0","15","0","0","2","2","4","1","2","2","2","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","3","1","1","2","2","1","0"
"202301","해남","8","6","1","1","0","0","0","8","0","0","2","0","2","0","1","1","2","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","1"
"202301","상주","2","1","0","1","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"202301","영동","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"202301","완주","9","2","4","3","0","0","1","6","2","0","1","1","0","4","2","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","2","2","0","0","0","1","0"
"202301","동해","6","2","2","2","0","0","0","6","0","0","1","1","1","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","1","0","0","0","0","0"
"202301","서울구로","24","17","4","3","0","0","3","20","1","0","4","4","3","4","2","4","3","2","1","1","0","0","1","0","0","0","0","1","0","1","2","3","1","0","1","0","3","1","1","4","1"
